Player,Position,Draft_Year,Draft_Round,Draft_Pick,Age_when_Drafted,Team,From,To,NFL_Years_Played,Hall_of_Fame_Inductee,All_Pro_First_Team_Selections,Pro_Bowl_Selections,Years_as_NFL_Starter,CarAV,College_Games,College_Games_Started,Rushing_Attempts,Rushing_Yards,Rushing_Touchdowns,Receptions,Receiving _Yards,Receiving_Touchdowns,College_University
Roy_Helu,RB,2011,4,105,22,WAS,2011,2015,5,0,0,0,0,13,57,5,272,1171,7,138,1227,4,Nebraska
Kendall_Hunter,RB,2011,4,115,22,SFO,2011,2015,5,0,0,0,0,11,45,1,263,1204,7,27,268,0,Oklahoma_St
Delone_Carter,RB,2011,4,119,24,IND,2011,2013,3,0,0,0,0,3,27,3,133,499,5,6,31,0,Syracuse
Owen_Marecic,RB,2011,4,124,22,CLE,2011,2012,2,0,0,0,0,0,24,6,4,8,0,5,31,0,Stanford
Taiwan_Jones,RB,2011,4,125,23,OAK,2011,2019,9,0,0,0,0,3,91,0,53,223,0,19,260,1,East_Washington
Bilal_Powell,RB,2011,4,126,22,NYJ,2011,2019,9,0,0,0,2,26,109,38,850,3675,15,211,1600,5,Louisville
Jamie_Harper,RB,2011,4,130,21,TEN,2011,2012,2,0,0,0,0,0,23,0,36,74,4,5,40,0,Clemson
Johnny_White,RB,2011,5,133,23,BUF,2011,2012,2,0,0,0,0,0,19,0,20,72,0,1,-3,0,North_Carolina
Anthony_Sherman,RB,2011,5,136,22,ARI,2011,2019,9,0,0,1,1,6,140,34,25,65,1,65,547,3,Connecticut
Jacquizz_Rodgers,RB,2011,5,145,21,ATL,2011,2018,8,0,0,0,0,24,110,14,545,2067,9,216,1590,5,Oregon_St
Dion_Lewis,RB,2011,5,149,20,PHI,2011,2019,9,0,0,0,1,29,86,27,538,2310,11,172,1281,7,Pittsburgh
Evan_Royster,RB,2011,6,177,23,WAS,2011,2013,3,0,0,0,0,4,32,2,81,416,2,25,180,0,Penn_St
Jordan_Todman,RB,2011,6,183,21,SDG,2011,2017,7,0,0,0,0,5,75,3,124,531,3,40,314,2,Connecticut
Allen_Bradford,RB,2011,6,187,23,TAM,2011,2015,5,0,0,0,0,1,19,0,5,13,0,0,0,0,USC
Shaun_Chapas,RB,2011,7,220,23,DAL,2011,2012,2,0,0,0,0,0,6,1,0,0,0,2,15,0,Georgia
Da'Rel_Scott,RB,2011,7,221,23,NYG,2011,2013,3,0,0,0,0,1,20,1,31,98,0,13,115,1,Maryland
Shane_Bannon,RB,2011,7,223,22,KAN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yale
Anthony_Allen,RB,2011,7,225,23,BAL,2011,2012,2,0,0,0,0,1,21,0,19,69,1,2,12,0,Georgia_Tech
Baron_Batch,RB,2011,7,232,23,PIT,2012,2012,1,0,0,0,0,1,12,0,25,49,1,4,31,0,Texas_Tech
Stanley_Havili,RB,2011,7,240,23,PHI,2012,2014,3,0,0,0,1,1,28,10,13,29,1,25,171,1,USC
Jay_Finley,RB,2011,7,246,23,CIN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baylor
CJ_Spiller,RB,2010,1,9,23,BUF,2010,2017,8,0,0,1,3,34,90,38,712,3451,12,198,1484,9,Clemson
Ryan_Mathews,RB,2010,1,12,22,SDG,2010,2016,7,0,0,1,5,43,86,66,1184,5261,37,179,1371,3,Fresno_St
Jahvid_Best,RB,2010,1,30,21,DET,2010,2012,3,0,0,0,1,13,22,15,255,945,6,85,774,3,California
Toby_Gerhart,RB,2010,2,51,23,MIN,2010,2015,6,0,0,0,0,16,82,14,397,1675,7,100,809,3,Stanford
Ben_Tate,RB,2010,2,58,22,HOU,2011,2014,4,0,0,0,0,14,51,15,540,2363,14,67,347,0,Auburn
Montario_Hardesty,RB,2010,2,59,23,CLE,2011,2012,2,0,0,0,0,4,23,5,153,537,1,16,138,0,Tennessee
Joe_McKnight,RB,2010,4,112,22,NYJ,2010,2014,5,0,0,0,0,7,41,1,113,505,0,23,241,2,USC
John_Conner,RB,2010,5,139,23,NYJ,2010,2014,5,0,0,0,1,0,62,20,27,108,2,12,84,1,Kentucky
Anthony_Dixon,RB,2010,6,173,22,SFO,2010,2015,6,0,0,0,0,7,96,2,274,934,11,23,140,0,Mississippi_St
Dennis_Morris,RB,2010,6,174,,WAS,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louisiana_Tech
Deji_Karim,RB,2010,6,180,23,JAX,2010,2013,4,0,0,0,0,4,33,0,110,341,0,18,129,0,Southern_Illinois
Jonathan_Dwyer,RB,2010,6,188,21,PIT,2010,2014,5,0,0,0,0,8,38,6,246,1022,3,29,184,0,Georgia_Tech
James_Starks,RB,2010,6,193,24,GNB,2010,2016,7,0,0,0,0,27,76,13,618,2506,9,125,1017,6,Buffalo
Charles_Scott,RB,2010,6,200,,PHI,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LSU
Ryan_D'Imperio,RB,2010,7,237,23,MIN,2011,2011,1,0,0,0,0,0,12,1,0,0,0,2,7,0,Rutgers
Knowshon_Moreno,RB,2009,1,12,22,DEN,2009,2014,6,0,0,0,3,33,63,45,876,3616,27,158,1409,9,Georgia
Donald_Brown,RB,2009,1,27,22,IND,2009,2015,7,0,0,0,1,25,88,25,695,2829,18,120,1066,2,Connecticut
Beanie_Wells,RB,2009,1,31,21,ARI,2009,2012,4,0,0,0,1,14,51,23,625,2471,24,28,293,0,Ohio_St
LeSean_McCoy,RB,2009,2,53,21,PHI,2009,2019,11,0,2,6,10,84,160,141,2447,11071,73,503,3797,16,Pittsburgh
Shonn_Greene,RB,2009,3,65,24,NYJ,2009,2014,6,0,0,0,2,23,85,36,993,4110,24,72,534,0,Iowa
Glen_Coffee,RB,2009,3,74,22,SFO,2009,2009,1,0,0,0,0,2,14,2,83,226,1,11,76,0,Alabama
Mike_Goodson,RB,2009,4,111,22,CAR,2009,2013,5,0,0,0,0,7,42,3,167,783,3,61,543,1,Texas_A+M
Tony_Fiammetta,RB,2009,4,128,23,CAR,2009,2014,6,0,0,0,1,1,51,24,11,26,0,12,130,0,Syracuse
Andre_Brown,RB,2009,4,129,22,NYG,2010,2013,4,0,0,0,1,7,22,10,214,876,11,32,189,0,North_Carolina_St
Gartrell_Johnson,RB,2009,4,134,23,SDG,2009,2010,2,0,0,0,0,0,19,0,23,79,0,3,6,0,Colorado_St
Quinn_Johnson,RB,2009,5,145,22,GNB,2009,2013,5,0,0,0,1,0,44,13,4,5,0,13,100,0,LSU
Frank_Summers,RB,2009,5,169,24,PIT,2009,2014,6,0,0,0,1,1,27,16,18,63,2,12,88,1,UNLV
Javon_Ringer,RB,2009,5,173,22,TEN,2009,2012,4,0,0,0,0,4,37,0,120,486,3,38,243,0,Michigan_St
Cedric_Peerman,RB,2009,6,185,22,BAL,2009,2016,8,0,0,1,0,4,92,1,70,349,1,13,123,0,Virginia
Aaron_Brown,RB,2009,6,192,23,DET,2009,2011,3,0,0,0,0,2,22,2,45,189,0,18,138,1,TCU
James_Davis,RB,2009,6,195,23,CLE,2009,2010,2,0,0,0,0,1,9,0,28,75,0,8,50,0,Clemson
Bernard_Scott,RB,2009,6,209,25,CIN,2009,2013,5,0,0,0,0,9,49,3,259,1049,4,31,175,0,Abilene_Christian
Chris_Ogbonnaya,RB,2009,7,211,23,STL,2009,2014,6,0,0,0,0,8,53,12,158,710,2,96,714,2,Texas
Javarris_Williams,RB,2009,7,212,23,KAN,2009,2012,4,0,0,0,0,0,4,0,6,6,0,0,0,0,Tennessee_St
Fui_Vakapuna,RB,2009,7,215,25,CIN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BYU
Eddie_Williams,RB,2009,7,221,22,WAS,2011,2012,2,0,0,0,0,0,6,0,2,2,0,1,17,0,Idaho
LaRod_Stephens-Howling,RB,2009,7,240,22,ARI,2009,2013,5,0,0,0,0,9,58,10,188,670,5,58,545,3,Pittsburgh
Rashad_Jennings,RB,2009,7,250,24,JAX,2009,2016,8,0,0,0,4,31,93,54,930,3772,23,191,1469,2,Liberty
Darren_McFadden,RB,2008,1,4,21,OAK,2008,2017,10,0,0,0,4,39,103,75,1302,5421,28,254,2114,5,Arkansas
Jonathan_Stewart,RB,2008,1,13,21,CAR,2008,2018,11,0,0,1,4,49,134,64,1705,7335,51,162,1295,7,Oregon
Felix_Jones,RB,2008,1,22,21,DAL,2008,2013,6,0,0,0,1,27,80,25,617,2912,11,136,1125,3,Arkansas
Rashard_Mendenhall,RB,2008,1,23,21,PIT,2008,2013,6,0,0,0,4,29,72,63,1081,4236,37,95,795,2,Illinois
Chris_Johnson,RB,2008,1,24,22,TEN,2008,2017,10,0,1,3,7,71,130,111,2163,9651,55,307,2255,9,East_Carolina
Matt_Forte,RB,2008,2,44,22,CHI,2008,2017,10,0,0,2,9,81,146,137,2356,9796,54,554,4672,21,Tulane
Ray_Rice,RB,2008,2,55,21,BAL,2008,2013,6,0,0,3,5,64,92,80,1430,6180,37,369,3034,6,Rutgers
Kevin_Smith,RB,2008,3,64,21,DET,2008,2012,5,0,0,0,2,19,54,31,598,2346,17,123,1082,5,Central_Florida
Jacob_Hester,FB,2008,3,69,23,SDG,2008,2012,5,0,0,0,1,6,65,23,111,400,3,56,315,3,LSU
Jamaal_Charles,RB,2008,3,73,21,KAN,2008,2018,11,0,2,4,4,64,119,69,1407,7563,44,310,2593,20,Texas
Steve_Slaton,RB,2008,3,89,22,HOU,2008,2011,4,0,0,0,2,20,45,26,442,1896,13,100,808,5,West_Virginia
Tashard_Choice,RB,2008,4,122,23,DAL,2008,2013,6,0,0,0,0,13,88,4,372,1579,10,81,574,0,Georgia_Tech
Ryan_Torain,RB,2008,5,139,22,DEN,2008,2012,5,0,0,0,1,5,22,13,238,1011,6,24,148,2,Arizona_St
Jerome_Felton,FB,2008,5,146,22,DET,2008,2016,9,0,0,1,3,3,132,50,55,178,0,50,421,0,Furman
Tim_Hightower,RB,2008,5,149,22,ARI,2008,2016,9,0,0,0,2,25,77,45,752,2977,32,162,1208,2,Richmond
Owen_Schmitt,FB,2008,5,163,23,SEA,2008,2012,5,0,0,0,0,1,74,16,11,28,0,34,218,2,West_Virginia
Marcus_Thomas,RB,2008,5,166,24,SDG,2008,2008,1,0,0,0,0,0,5,0,0,0,0,0,0,0,Texas-El_Paso
Thomas_Brown,RB,2008,6,172,22,ATL,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia
Jalen_Parmele,RB,2008,6,176,22,MIA,2008,2014,7,0,0,0,0,1,36,2,48,187,0,7,60,0,Toledo
Xavier_Omon,RB,2008,6,179,23,BUF,2008,2009,2,0,0,0,0,0,7,0,11,27,0,0,0,0,NW_Missouri_St
Mike_Hart,RB,2008,6,202,22,IND,2008,2010,3,0,0,0,0,3,21,1,71,264,2,12,97,0,Michigan
Lex_Hilliard,RB,2008,6,204,24,MIA,2009,2012,4,0,0,0,1,3,62,13,48,163,2,30,233,2,Montana
Chauncey_Washington,RB,2008,7,213,23,JAX,2008,2011,4,0,0,0,0,0,11,0,5,8,0,3,22,0,USC
Peyton_Hillis,FB,2008,7,227,22,DEN,2008,2014,7,0,0,0,2,21,81,34,696,2832,23,134,1050,3,Arkansas
Justin_Forsett,RB,2008,7,233,22,SEA,2008,2016,9,0,0,1,2,32,122,37,820,3890,19,210,1351,1,California
Cory_Boyd,RB,2008,7,238,23,TAM,2008,2008,1,0,0,0,0,0,1,0,0,0,0,0,0,0,South_Carolina
Allen_Patrick,RB,2008,7,240,24,BAL,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oklahoma
Adrian_Peterson,RB,2007,1,7,22,MIN,2007,2019,13,0,4,7,10,97,164,154,3036,14216,111,289,2365,6,Oklahoma
Marshawn_Lynch,RB,2007,1,12,21,BUF,2007,2019,13,0,1,5,8,73,149,135,2453,10413,85,287,2214,9,California
Kenny_Irons,RB,2007,2,49,,CIN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Auburn
Chris_Henry,RB,2007,2,50,22,TEN,2007,2010,4,0,0,0,0,1,11,0,32,122,2,6,53,0,Arizona
Brian_Leonard,RB,2007,2,52,23,STL,2007,2014,8,0,0,0,0,11,88,9,221,828,0,143,1008,1,Rutgers
Brandon_Jackson,RB,2007,2,63,21,GNB,2007,2012,6,0,0,0,1,16,54,16,355,1383,7,112,864,2,Nebraska
Lorenzo_Booker,RB,2007,3,71,23,MIA,2007,2011,5,0,0,0,0,4,36,2,61,230,0,47,362,0,Florida_St
Tony_Hunt,RB,2007,3,90,21,PHI,2007,2008,2,0,0,0,0,0,14,2,14,25,2,6,42,0,Penn_St
Garrett_Wolfe,RB,2007,3,93,23,CHI,2007,2010,4,0,0,0,0,2,50,0,72,282,1,11,129,0,Northern_Illinois
Michael_Bush,RB,2007,4,100,23,OAK,2008,2014,7,0,0,0,1,24,89,20,809,3250,29,104,1010,2,Louisville
Antonio_Pittman,RB,2007,4,107,21,NOR,2007,2008,2,0,0,0,0,3,23,5,117,435,0,21,147,0,Ohio_St
Dwayne_Wright,RB,2007,4,111,24,BUF,2007,2007,1,0,0,0,0,1,15,0,29,94,0,3,17,0,Fresno_St
Le'Ron_McClain,RB,2007,4,137,22,BAL,2007,2013,7,0,1,2,6,13,111,75,354,1310,13,94,557,3,Alabama
Kolby_Smith,RB,2007,5,148,22,KAN,2007,2009,3,0,0,0,0,4,27,9,162,540,3,34,209,0,Louisville
Oren_O'Neal,FB,2007,6,175,23,OAK,2007,2009,3,0,0,0,0,0,18,1,1,0,0,1,1,0,Arkansas_St
Reagan_Maui'a,RB,2007,6,181,23,MIA,2007,2012,6,0,0,0,0,0,39,19,4,5,0,6,44,0,Hawaii
Thomas_Clayton,RB,2007,6,186,,SFO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas_St
Deon_Anderson,FB,2007,6,195,24,DAL,2007,2010,4,0,0,0,1,1,39,18,2,3,0,9,67,1,Connecticut
Justise_Hairston,RB,2007,6,208,,NWE,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central_Connecticut_St
DeShawn_Wynn,RB,2007,7,228,23,GNB,2007,2010,4,0,0,0,0,3,23,4,64,332,5,14,122,0,Florida
Nate_Ilaoa,RB,2007,7,236,,PHI,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawaii
Jason_Snelling,RB,2007,7,244,23,ATL,2007,2013,7,0,0,0,0,21,96,6,363,1420,8,168,1249,9,Virginia
Kenneth_Darby,RB,2007,7,246,24,TAM,2007,2010,4,0,0,0,0,4,41,1,95,408,2,49,356,1,Alabama
Ahmad_Bradshaw,RB,2007,7,250,21,NYG,2007,2015,9,0,0,0,3,42,103,36,1083,4928,36,187,1493,12,Marshall
Reggie_Bush,RB,2006,1,2,21,NOR,2006,2016,11,0,0,0,6,61,134,96,1286,5490,36,477,3598,18,USC
Laurence_Maroney,RB,2006,1,21,21,NWE,2006,2010,5,0,0,0,0,26,49,17,618,2504,21,44,459,1,Minnesota
DeAngelo_Williams,RB,2006,1,27,23,CAR,2006,2016,11,0,0,1,6,61,142,96,1730,8096,61,236,2106,9,Memphis
Joseph_Addai,RB,2006,1,30,23,IND,2006,2011,6,0,0,1,4,50,78,60,1095,4453,39,191,1448,9,LSU
LenDale_White,RB,2006,2,45,21,TEN,2006,2009,4,0,0,0,1,14,58,18,628,2349,24,42,204,0,USC
Maurice_Jones-Drew,RB,2006,2,60,21,JAX,2006,2014,9,0,1,3,4,72,126,71,1847,8167,68,346,2944,11,UCLA
Brian_Calhoun,RB,2006,3,74,22,DET,2006,2007,2,0,0,0,0,1,11,0,14,54,0,7,55,0,Wisconsin
Jerious_Norwood,RB,2006,3,79,23,ATL,2006,2011,6,0,0,0,0,20,66,6,399,2056,7,96,912,3,Mississippi_St
Garrett_Mills,FB,2006,4,106,22,NWE,2007,2010,4,0,0,0,0,1,16,3,0,0,0,9,110,0,Tulsa
Leon_Washington,RB,2006,4,117,24,NYJ,2006,2014,9,0,1,2,1,30,126,14,487,2271,16,168,1286,4,Florida_St
PJ_Daniels,RB,2006,4,132,23,BAL,2007,2007,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Georgia_Tech
Jerome_Harrison,RB,2006,5,145,23,CLE,2006,2012,7,0,0,0,0,13,63,10,356,1681,7,70,490,3,Washington_St
David_Kirtman,RB,2006,5,163,23,SEA,2007,2008,2,0,0,0,0,0,7,0,0,0,0,0,0,0,USC
Wali_Lundy,RB,2006,6,170,22,HOU,2006,2006,1,0,0,0,1,5,14,8,124,476,4,33,204,0,Virginia
Lawrence_Vickers,FB,2006,6,180,23,CLE,2006,2012,7,0,0,0,3,3,106,43,37,98,0,58,404,3,Colorado
JD_Runnels,RB,2006,6,195,22,CHI,2006,2006,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Oklahoma
Justin_Hamilton,RB,2006,7,222,23,CLE,2006,2008,3,0,0,0,0,1,12,0,0,0,0,0,0,0,Virginia_Tech
Cedric_Humes,RB,2006,7,240,,PIT,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia_Tech
Quinton_Ganther,RB,2006,7,246,22,TEN,2006,2010,5,0,0,0,0,3,36,5,80,280,3,17,151,0,Utah
Ronnie_Brown,RB,2005,1,2,23,MIA,2005,2014,10,0,0,1,5,41,132,74,1281,5391,38,246,1966,2,Auburn
Cedric_Benson,RB,2005,1,4,22,CHI,2005,2012,8,0,0,0,5,34,96,71,1600,6017,32,120,833,1,Texas
Cadillac_Williams,RB,2005,1,5,23,TAM,2005,2011,7,0,0,0,4,26,81,58,1055,4038,21,148,1002,4,Auburn
JJ_Arrington,RB,2005,2,44,22,ARI,2005,2008,4,0,0,0,0,11,58,8,183,654,3,91,693,2,California
Eric_Shelton,RB,2005,2,54,22,CAR,2006,2006,1,0,0,0,0,0,9,0,8,23,0,1,6,0,Louisville
Frank_Gore,RB,2005,3,65,22,SFO,2005,2019,15,0,0,5,14,93,226,204,3548,15347,79,468,3896,18,Miami_FL
Vernand_Morency,RB,2005,3,73,25,HOU,2005,2007,3,0,0,0,0,8,39,3,171,726,4,57,404,0,Oklahoma_St
Ryan_Moats,RB,2005,3,77,22,PHI,2005,2009,5,0,0,0,0,7,38,3,204,831,8,20,127,1,Louisiana_Tech
Maurice_Clarett,RB,2005,3,101,,DEN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio_St
Marion_Barber,RB,2005,4,109,22,DAL,2005,2011,7,0,0,1,3,40,99,42,1156,4780,53,179,1330,6,Minnesota
Brandon_Jacobs,RB,2005,4,110,23,NYG,2005,2013,9,0,0,0,3,36,109,49,1141,5094,60,82,743,4,Southern_Illinois
Ciatrick_Fason,RB,2005,4,112,22,MIN,2005,2006,2,0,0,0,0,1,18,0,50,161,5,3,19,0,Florida
Manuel_White,RB,2005,4,120,,WAS,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UCLA
Alvin_Pearman,RB,2005,4,127,23,JAX,2005,2009,5,0,0,0,0,5,38,0,58,238,2,36,276,1,Virginia
Darren_Sproles,RB,2005,4,130,22,SDG,2005,2019,15,0,0,3,0,63,183,31,732,3552,23,553,4840,32,Kansas_St
Damien_Nash,RB,2005,5,142,23,TEN,2005,2006,2,0,0,0,0,1,6,0,24,98,0,7,55,0,Missouri
Justin_Green,FB,2005,5,158,23,BAL,2005,2007,3,0,0,0,0,0,39,7,5,4,0,13,65,0,Montana
Cedric_Houston,RB,2005,6,182,23,NYJ,2005,2006,2,0,0,0,0,5,20,5,194,676,7,15,109,0,Tennessee
DeAndra_Cobb,RB,2005,6,201,24,ATL,2005,2005,1,0,0,0,0,0,3,0,0,0,0,0,0,0,Michigan_St
Rick_Razzano,RB,2005,7,221,,TAM,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mississippi
Nehemiah_Broughton,FB,2005,7,222,22,WAS,2005,2006,2,0,0,0,0,0,6,0,1,3,0,0,0,0,The_Citadel
Lionel_Gates,RB,2005,7,236,23,BUF,2007,2007,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Louisville
Anthony_Davis,RB,2005,7,243,,IND,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin
Noah_Herron,RB,2005,7,244,23,PIT,2005,2006,2,0,0,0,0,3,23,0,85,273,3,29,211,2,Northwestern
Madison_Hedgecock,FB,2005,7,251,24,STL,2005,2010,6,0,0,0,4,2,84,47,3,2,0,37,233,2,North_Carolina
Steven_Jackson,RB,2004,1,24,21,STL,2004,2015,12,0,0,3,10,74,160,147,2764,11438,69,461,3683,9,Oregon_St
Chris_Perry,RB,2004,1,26,22,CIN,2004,2008,5,0,0,0,0,9,35,9,177,606,2,83,474,2,Michigan
Kevin_Jones,RB,2004,1,30,22,DET,2004,2008,5,0,0,0,4,27,64,49,795,3176,24,143,1011,3,Virginia_Tech
Tatum_Bell,RB,2004,2,41,23,DEN,2004,2008,5,0,0,0,1,22,54,22,569,2773,16,71,419,0,Oklahoma_St
Julius_Jones,RB,2004,2,43,23,DAL,2004,2010,7,0,0,0,5,38,94,77,1280,5068,22,150,1029,2,Notre_Dame
Greg_Jones,RB,2004,2,55,23,JAX,2004,2013,10,0,0,0,4,9,131,72,272,913,10,73,471,3,Florida_St
Mewelde_Moore,RB,2004,4,119,22,MIN,2004,2012,9,0,0,0,1,29,122,15,507,2267,6,220,1952,8,Tulane
Cedric_Cobbs,RB,2004,4,128,23,NWE,2004,2006,3,0,0,0,0,0,5,0,25,59,0,0,0,0,Arkansas
Michael_Turner,RB,2004,5,154,22,SDG,2004,2012,9,0,1,2,5,54,134,74,1639,7338,66,70,528,1,Northern_Illinois
Mike_Karney,FB,2004,5,156,23,NOR,2004,2010,7,0,0,0,4,2,101,59,47,99,5,64,325,2,Arizona_St
Thomas_Tapeh,FB,2004,5,162,24,PHI,2004,2008,5,0,0,0,2,2,41,17,22,69,0,27,157,1,Minnesota
Troy_Fleming,RB,2004,6,191,23,TEN,2004,2005,2,0,0,0,0,3,29,2,7,40,0,29,233,3,Tennessee
Adimchinobe_Echemandu,RB,2004,7,208,23,CLE,2004,2007,4,0,0,0,0,1,19,0,28,110,0,5,36,0,California
Quincy_Wilson,RB,2004,7,219,23,ATL,2006,2007,2,0,0,0,0,0,4,0,2,2,0,0,0,0,West_Virginia
Casey_Cramer,RB,2004,7,228,22,TAM,2004,2008,5,0,0,0,0,0,36,4,0,0,0,4,11,1,Dartmouth
Derrick_Ward,RB,2004,7,235,24,NYJ,2004,2011,8,0,0,0,0,25,93,10,551,2628,12,96,787,3,Fresno_St
Sean_McHugh,FB,2004,7,241,22,TEN,2004,2008,5,0,0,0,1,2,40,17,0,0,0,23,301,0,Penn_St
Bruce_Perry,RB,2004,7,242,23,PHI,2005,2006,2,0,0,0,0,0,5,1,16,74,0,0,0,0,Maryland
Brandon_Miree,RB,2004,7,247,23,DEN,2006,2006,1,0,0,0,0,0,10,3,0,0,0,9,57,0,Pittsburgh
Willis_McGahee,RB,2003,1,23,21,BUF,2004,2013,10,0,0,2,7,55,142,95,2095,8474,65,210,1339,5,Miami_FL
Larry_Johnson,RB,2003,1,27,23,KAN,2003,2011,9,0,1,2,4,51,85,55,1427,6223,55,154,1373,6,Penn_St
Musa_Smith,RB,2003,3,77,21,BAL,2003,2007,5,0,0,0,0,6,49,1,132,496,4,54,363,0,Georgia
BJ_Askew,FB,2003,3,85,23,NYJ,2003,2009,7,0,0,0,1,4,83,21,35,116,2,45,317,0,Michigan
Chris_Brown,RB,2003,3,93,22,TEN,2003,2009,7,0,0,0,2,23,68,33,722,3024,19,90,741,2,Colorado
Justin_Fargas,FB,2003,3,96,23,OAK,2003,2009,7,0,0,0,1,19,92,32,827,3369,10,77,523,0,USC
Artose_Pinner,RB,2003,4,99,25,DET,2003,2007,5,0,0,0,0,8,47,7,250,858,8,39,308,0,Kentucky
Domanick_Williams,RB,2003,4,101,22,HOU,2003,2005,3,0,0,0,3,32,40,36,770,3195,23,154,1276,5,LSU
Onterrio_Smith,RB,2003,4,105,22,MIN,2003,2004,2,0,0,0,0,14,26,9,231,1123,7,51,523,2,Oregon
Quentin_Griffin,RB,2003,4,108,22,DEN,2003,2004,2,0,0,0,0,6,16,5,179,656,2,18,129,1,Oklahoma
Lee_Suggs,RB,2003,4,115,23,CLE,2003,2006,4,0,0,0,0,8,29,3,269,1074,4,28,217,1,Virginia_Tech
Jeremi_Johnson,FB,2003,4,118,23,CIN,2003,2009,7,0,0,0,5,4,96,58,52,149,2,61,310,6,Western_Kentucky
Justin_Griffith,FB,2003,4,121,23,ATL,2003,2009,7,0,0,0,6,11,96,73,94,413,1,141,989,12,Mississippi_St
LaBrandon_Toefield,RB,2003,4,132,22,JAX,2003,2007,5,0,0,0,0,5,45,3,163,572,7,46,277,2,LSU
Ovie_Mughelli,FB,2003,4,134,23,BAL,2003,2011,9,0,0,1,2,6,107,51,42,120,1,62,490,6,Wake_Forest
Dan_Curley,FB,2003,5,148,25,STL,2003,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,East_Washington
Chris_Davis,FB,2003,5,165,23,SEA,2003,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Syracuse
Brock_Forsey,RB,2003,6,206,23,CHI,2003,2004,2,0,0,0,0,2,16,2,69,244,2,3,37,0,Boise_St
Malaefou_MacKenzie,FB,2003,7,218,24,JAX,2003,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,USC
Andrew_Pinnock,FB,2003,7,229,23,SDG,2003,2007,5,0,0,0,0,1,42,3,18,56,0,4,31,0,South_Carolina
Spencer_Nead,FB,2003,7,234,25,NWE,2003,2003,1,0,0,0,0,0,10,0,0,0,0,1,6,0,BYU
Ahmaad_Galloway,RB,2003,7,235,,DEN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alabama
Brandon_Drumm,RB,2003,7,236,,DET,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado
JT_Wall,RB,2003,7,242,,PIT,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia
Casey_Moore,RB,2003,7,247,,CAR,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stanford
William_Green,RB,2002,1,16,22,CLE,2002,2005,4,0,0,0,2,14,46,30,568,2109,9,45,277,0,Boston_Col
TJ_Duckett,RB,2002,1,18,21,ATL,2002,2008,7,0,0,0,1,21,93,14,717,2814,44,35,303,0,Michigan_St
DeShaun_Foster,RB,2002,2,34,22,CAR,2003,2008,6,0,0,0,2,31,79,42,927,3570,11,142,1129,5,UCLA
Clinton_Portis,RB,2002,2,51,21,DEN,2002,2010,9,0,0,2,7,71,113,108,2230,9923,75,247,2018,5,Miami_FL
Maurice_Morris,RB,2002,2,54,22,SEA,2002,2011,10,0,0,0,0,29,145,38,867,3648,13,151,1163,5,Oregon
Ladell_Betts,RB,2002,2,56,23,WAS,2002,2010,9,0,0,0,1,32,111,14,821,3326,15,188,1646,3,Iowa
Lamar_Gordon,RB,2002,3,84,22,STL,2002,2006,5,0,0,0,0,9,41,15,226,774,3,62,490,2,North_Dakota_St
Brian_Westbrook,RB,2002,3,91,23,PHI,2002,2010,9,0,1,2,6,69,121,90,1385,6335,41,442,3940,30,Villanova
Jonathan_Wells,RB,2002,4,99,23,HOU,2002,2005,4,0,0,0,1,10,60,18,374,1167,10,44,323,2,Ohio_St
Omar_Easy,FB,2002,4,107,24,KAN,2002,2005,4,0,0,0,0,0,53,0,4,1,0,6,42,1,Penn_St
Travis_Stephens,RB,2002,4,119,24,TAM,2002,2002,1,0,0,0,0,0,1,0,0,0,0,1,6,0,Tennessee
