Player,Position,Draft_Year,Draft_Round,Draft_Pick,Age_when_Drafted,Team,From,To,NFL_Years_Played,Hall_of_Fame_Inductee,All_Pro_First_Team_Selections,Pro_Bowl_Selections,Years_as_NFL_Starter,CarAV,College_Games,College_Games_Started,Rushing_Attempts,Rushing_Yards,Rushing_Touchdowns,Receptions,Receiving _Yards,Receiving_Touchdowns,College_University
Jamar_Martin,FB,2002,4,129,22,DAL,2003,2006,4,0,0,0,0,0,25,2,4,7,0,6,24,0,Ohio_St
Najeh_Davenport,RB,2002,4,135,23,GNB,2002,2008,7,0,0,0,0,18,73,3,394,1819,13,54,538,3,Miami_FL
Jarrod_Baxter,FB,2002,5,136,23,HOU,2002,2005,4,0,0,0,1,0,32,13,9,15,0,7,40,1,New_Mexico
Kyle_Johnson,RB,2002,5,145,23,CAR,2004,2007,4,0,0,0,1,4,45,24,9,39,1,33,323,8,Syracuse
Verron_Haynes,RB,2002,5,166,23,PIT,2002,2009,8,0,0,0,0,8,68,2,174,738,3,61,449,2,Georgia
Josh_Scobey,RB,2002,6,185,22,ARI,2003,2007,5,0,0,0,0,3,62,0,27,89,0,19,200,0,Kansas_St
Larry_Ned,RB,2002,6,197,24,OAK,2003,2004,2,0,0,0,0,0,19,0,0,0,0,1,9,0,San_Diego_St
Adrian_Peterson,RB,2002,6,199,23,CHI,2002,2009,8,0,0,0,0,11,106,6,311,1283,8,78,665,0,Georgia_Southern
Brian_Allen,RB,2002,6,204,22,IND,2003,2003,1,0,0,0,0,0,4,0,0,0,0,0,0,0,Stanford
Chester_Taylor,RB,2002,6,207,22,BAL,2002,2011,10,0,0,0,2,39,151,34,1160,4740,26,299,2324,6,Toledo
Luke_Staley,RB,2002,7,214,,DET,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BYU
Antwoine_Womack,RB,2002,7,237,,NWE,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia
Leonard_Henry,RB,2002,7,241,24,MIA,2004,2004,1,0,0,0,0,1,6,2,46,141,0,3,12,0,East_Carolina
Chris_Massey,RB,2002,7,243,23,STL,2002,2011,10,0,0,0,0,7,141,1,1,-1,0,0,0,0,Marshall
Jarrett_Ferguson,RB,2002,7,251,,BUF,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia_Tech
Rock_Cartwright,FB,2002,7,257,22,WAS,2002,2011,10,0,0,0,0,10,154,5,228,956,6,64,589,2,Kansas_St
LaDainian_Tomlinson,RB,2001,1,5,22,SDG,2001,2011,11,1,3,5,10,128,170,155,3174,13684,145,624,4772,17,TCU
Deuce_McAllister,RB,2001,1,23,22,NOR,2001,2008,8,0,0,2,4,55,97,76,1429,6096,49,234,1720,5,Mississippi
Michael_Bennett,RB,2001,1,27,23,MIN,2001,2010,10,0,0,1,2,34,109,50,842,3703,13,159,1294,6,Wisconsin
Anthony_Thomas,RB,2001,2,38,23,CHI,2001,2007,7,0,0,0,3,27,87,43,1044,3891,23,113,756,1,Michigan
LaMont_Jordan,RB,2001,2,49,22,NYJ,2001,2009,9,0,0,0,2,31,114,29,897,3734,28,158,1301,3,Maryland
Travis_Henry,RB,2001,2,58,22,BUF,2001,2007,7,0,0,1,4,41,90,69,1488,6086,38,141,951,2,Tennessee
James_Jackson,RB,2001,3,65,25,CLE,2001,2005,5,0,0,0,1,9,52,16,325,1082,5,32,232,0,Miami_FL
Kevan_Barlow,RB,2001,3,80,22,SFO,2001,2006,6,0,0,0,2,36,84,33,1022,3984,30,144,1164,3,Pittsburgh
Heath_Evans,FB,2001,3,82,22,SEA,2001,2010,10,0,0,0,0,8,143,23,164,579,4,57,439,4,Auburn
Travis_Minor,RB,2001,3,85,22,MIA,2001,2008,8,0,0,0,0,10,118,4,307,1230,8,67,474,1,Florida_St
Rudi_Johnson,RB,2001,4,100,21,CIN,2001,2008,8,0,0,1,4,47,95,63,1517,5979,49,113,676,2,Auburn
George_Layne,RB,2001,4,108,22,KAN,2001,2004,4,0,0,0,0,0,11,0,3,32,0,4,20,0,TCU
Moran_Norris,FB,2001,4,115,23,NOR,2001,2011,11,0,0,0,3,1,140,58,28,67,1,38,198,3,Kansas
Correll_Buckhalter,RB,2001,4,121,22,PHI,2001,2010,10,0,0,0,0,28,103,23,655,2944,21,144,1410,6,Nebraska
Derrick_Blaylock,RB,2001,5,150,22,KAN,2002,2006,5,0,0,0,0,12,51,8,198,820,10,53,520,2,SF_Austin
Chris_Barnes,RB,2001,5,161,,BAL,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New_Mexico_St
Jameel_Cook,FB,2001,6,174,22,TAM,2001,2008,8,0,0,0,1,4,109,24,14,43,0,84,510,3,Illinois
Dee_Brown,RB,2001,6,175,23,CAR,2002,2006,5,0,0,0,0,2,43,3,119,405,4,21,114,2,Syracuse
Dan_Alexander,RB,2001,6,192,23,TEN,2001,2003,3,0,0,0,0,0,11,0,0,0,0,0,0,0,Nebraska
Jamal_Lewis,RB,2000,1,5,21,BAL,2000,2009,10,0,1,1,9,71,131,126,2542,10607,58,221,1879,4,Tennessee
Thomas_Jones,RB,2000,1,7,22,ARI,2000,2011,12,0,0,1,9,62,180,125,2678,10591,68,308,2023,3,Virginia
Ron_Dayne,RB,2000,1,11,22,NYG,2000,2007,8,0,0,0,1,22,96,28,983,3722,28,57,340,0,Wisconsin
Shaun_Alexander,RB,2000,1,19,23,SEA,2000,2008,9,0,1,3,7,70,123,96,2187,9453,100,215,1520,12,Alabama
Trung_Canidate,RB,2000,1,31,23,STL,2000,2003,4,0,0,0,1,11,46,13,240,1095,7,32,260,1,Arizona
Travis_Prentice,RB,2000,3,63,23,CLE,2000,2001,2,0,0,0,1,4,30,11,187,525,9,38,201,1,Miami_OH
JR_Redmond,RB,2000,3,76,22,NWE,2000,2004,5,0,0,0,0,9,50,6,194,676,1,68,502,2,Arizona_St
Reuben_Droughns,RB,2000,3,81,22,DET,2001,2008,8,0,0,0,3,27,114,51,929,3602,19,123,989,6,Oregon
Doug_Chapman,RB,2000,3,88,23,MIN,2001,2003,3,0,0,0,0,3,26,3,90,317,0,17,143,1,Marshall
Terrelle_Smith,FB,2000,4,96,22,NOR,2000,2009,10,0,0,0,6,2,146,84,58,185,0,69,361,3,Arizona_St
Curtis_Keaton,RB,2000,4,97,23,CIN,2000,2002,3,0,0,0,0,0,25,0,23,91,0,1,9,0,James_Madison
Frank_Moreau,RB,2000,4,115,23,KAN,2000,2001,2,0,0,0,0,1,14,1,75,206,5,0,0,0,Louisville
Deon_Dyer,FB,2000,4,117,22,MIA,2000,2002,3,0,0,0,0,0,45,1,0,0,0,2,14,0,North_Carolina
Paul_Smith,RB,2000,5,132,22,SFO,2000,2007,8,0,0,0,0,3,79,8,46,210,1,18,182,0,Texas-El_Paso
Michael_Wiley,RB,2000,5,144,22,DAL,2000,2002,3,0,0,0,0,4,42,1,80,503,1,43,315,2,Ohio_St
Sammy_Morris,RB,2000,5,156,23,BUF,2000,2011,12,0,0,0,1,28,144,37,736,3053,26,166,1258,1,Texas_Tech
Chad_Morton,RB,2000,5,166,23,NOR,2000,2006,7,0,0,0,0,10,93,5,89,382,0,48,419,1,USC
Thomas_Hamner,RB,2000,6,171,,PHI,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota
Mike_Anderson,RB,2000,6,189,26,DEN,2000,2007,8,0,0,0,1,36,98,51,919,4067,37,92,727,5,Utah
Mike_Green,RB,2000,7,213,23,TEN,2000,2002,3,0,0,0,0,2,32,3,36,142,1,19,121,2,Houston
Patrick_Pass,FB,2000,7,239,22,NWE,2000,2007,8,0,0,0,0,10,79,11,128,526,3,66,570,1,Georgia
Shyrone_Stith,RB,2000,7,243,22,JAX,2000,2002,3,0,0,0,0,0,15,0,20,55,1,0,0,0,Virginia_Tech
Rondell_Mealey,RB,2000,7,252,23,GNB,2001,2002,2,0,0,0,0,2,14,1,22,73,1,9,76,0,LSU
Edgerrin_James,RB,1999,1,4,21,IND,1999,2009,11,1,1,4,8,114,148,135,3028,12246,80,433,3364,11,Miami_FL
Ricky_Williams,RB,1999,1,5,22,NOR,1999,2011,13,0,1,1,5,76,147,83,2431,10009,66,342,2606,8,Texas
JJ_Johnson,RB,1999,2,39,25,MIA,1999,2001,3,0,0,0,0,7,36,5,219,748,5,29,182,0,Mississippi_St
Rob_Konrad,FB,1999,2,43,22,MIA,1999,2004,6,0,0,0,4,9,82,57,38,114,1,111,854,6,Syracuse
Kevin_Faulk,RB,1999,2,46,23,NWE,1999,2011,13,0,0,0,1,56,161,47,864,3607,16,431,3701,15,LSU
Joe_Montgomery,RB,1999,2,49,23,NYG,1999,2002,4,0,0,0,0,2,13,5,123,372,4,0,0,0,Ohio_St
Mike_Cloud,RB,1999,2,54,24,KAN,1999,2005,7,0,0,0,0,6,78,7,193,648,12,13,100,0,Boston_Col
Jermaine_Fazande,RB,1999,2,60,24,SDG,1999,2000,2,0,0,0,0,5,20,10,210,733,4,16,104,0,Oklahoma
Shawn_Bryson,RB,1999,3,86,22,BUF,2000,2006,7,0,0,0,1,20,91,27,528,2144,6,185,1383,3,Tennessee
Jeff_Paulk,FB,1999,3,92,23,ATL,1999,2000,2,0,0,0,0,0,2,0,0,0,0,0,0,0,Arizona_St
Amos_Zereoue,RB,1999,3,95,22,PIT,1999,2005,7,0,0,0,0,22,84,17,553,2137,10,137,1111,1,West_Virginia
Sedrick_Irvin,RB,1999,4,103,21,DET,1999,2000,2,0,0,0,0,4,20,0,45,182,4,33,323,0,Michigan_St
Sean_Bennett,RB,1999,4,112,23,NYG,1999,2002,4,0,0,0,0,1,16,2,29,126,1,9,64,0,Northwestern
Joel_Makovicka,FB,1999,4,116,23,ARI,1999,2002,4,0,0,0,3,3,58,35,17,88,0,47,264,5,Nebraska
Olandis_Gary,RB,1999,4,127,24,DEN,1999,2003,5,0,0,0,1,16,48,16,496,1998,11,59,415,0,Georgia
Cecil_Collins,RB,1999,5,134,22,MIA,1999,1999,1,0,0,0,0,3,8,6,131,414,2,6,32,0,McNeese_St
Nick_Luchey,FB,1999,5,135,22,CIN,1999,2005,7,0,0,0,0,3,75,17,44,170,2,27,258,0,Miami_FL
Charlie_Rogers,RB,1999,5,152,23,SEA,1999,2003,5,0,0,0,0,3,67,0,0,0,0,1,7,0,Georgia_Tech
Terry_Jackson,FB,1999,5,157,23,SFO,1999,2005,7,0,0,0,0,6,100,2,70,331,2,51,351,3,Florida
De'Mond_Parker,RB,1999,5,159,22,GNB,1999,2000,2,0,0,0,0,2,19,0,54,269,2,13,65,0,Oklahoma
Cecil_Martin,FB,1999,6,172,24,PHI,1999,2003,5,0,0,0,2,5,61,38,26,103,0,81,491,2,Wisconsin
Lamarr_Glenn,RB,1999,6,195,,TAM,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida_St
Dennis_McKinley,FB,1999,6,206,22,ARI,1999,2002,4,0,0,0,0,0,58,1,1,1,0,4,27,0,Mississippi_St
Madre_Hill,RB,1999,7,207,23,CLE,1999,2002,4,0,0,0,0,0,7,0,0,0,0,0,0,0,Arkansas
Autry_Denson,RB,1999,7,233,22,TAM,1999,2002,4,0,0,0,0,3,34,1,62,212,0,18,133,0,Notre_Dame
Jim_Finn,FB,1999,7,253,22,CHI,2000,2006,7,0,0,0,4,4,106,45,11,30,0,60,423,1,Pennsylvania
Curtis_Enis,RB,1998,1,5,22,CHI,1998,2000,3,0,0,0,1,10,36,18,456,1497,4,59,428,2,Penn_St
Fred_Taylor,RB,1998,1,9,22,JAX,1998,2010,13,0,0,1,10,88,153,137,2534,11695,66,290,2384,8,Florida
Robert_Edwards,RB,1998,1,18,23,NWE,1998,2002,5,0,0,0,1,13,28,15,311,1222,10,53,457,4,Georgia
John_Avery,RB,1998,1,29,22,MIA,1998,2003,6,0,0,0,0,4,29,0,149,524,2,16,115,2,Mississippi
Robert_Holcombe,RB,1998,2,37,22,STL,1998,2004,7,0,0,0,2,14,97,30,337,1141,11,69,573,3,Illinois
Jon_Ritchie,FB,1998,3,63,24,OAK,1998,2004,7,0,0,0,3,11,94,55,15,36,0,150,1148,7,Stanford
Skip_Hicks,RB,1998,3,69,23,WAS,1998,2001,4,0,0,0,0,9,38,8,285,1109,13,22,160,0,UCLA
Ahman_Green,RB,1998,3,76,21,SEA,1998,2009,12,0,0,4,5,80,148,97,2056,9205,60,378,2883,14,Nebraska
Chris_Floyd,RB,1998,3,81,23,NWE,1998,2000,3,0,0,0,0,0,42,2,14,33,0,4,43,0,Michigan
Rashaan_Shehee,RB,1998,3,88,23,KAN,1998,1999,2,0,0,0,0,4,25,5,87,295,1,28,209,0,Washington
Michael_Pittman,RB,1998,4,95,23,ARI,1998,2008,11,0,0,0,5,49,151,82,1392,5627,25,425,3512,8,Fresno_St
Tavian_Banks,RB,1998,4,101,24,JAX,1998,1999,2,0,0,0,0,3,14,2,49,222,1,18,157,0,Iowa
Curtis_Alexander,RB,1998,4,122,,DEN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alabama
Carlos_King,RB,1998,4,123,24,PIT,1998,1998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,North_Carolina_St
Raymond_Priester,RB,1998,5,129,,STL,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clemson
Jonathan_Linton,RB,1998,5,131,23,BUF,1998,2000,3,0,0,0,0,9,44,4,288,1002,6,33,246,2,North_Carolina
Wilmont_Perry,RB,1998,5,132,23,NOR,1998,1999,2,0,0,0,0,2,13,5,78,302,0,5,28,0,Livingstone
Chris_Howard,RB,1998,5,153,23,DEN,1998,2000,3,0,0,0,0,1,22,1,41,123,1,5,37,0,Michigan
Harold_Shaw,RB,1998,6,176,24,NWE,1998,2000,3,0,0,0,0,0,35,0,18,35,0,4,42,0,Southern_Miss
Chris_Fuamatu-Ma'afala,RB,1998,6,178,21,PIT,1998,2004,7,0,0,0,0,9,73,7,227,964,8,43,351,2,Utah
Fred_Beasley,FB,1998,6,180,23,SFO,1998,2005,8,0,0,1,6,13,114,80,183,610,8,133,1017,5,Auburn
Kevin_McLeod,FB,1998,6,182,23,JAX,1999,2003,5,0,0,0,0,0,8,1,0,0,0,2,5,1,Auburn
Dustin_Johnson,FB,1998,6,183,25,NYJ,1999,1999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,BYU
Ken_Oxendine,RB,1998,7,201,22,ATL,1998,1999,2,0,0,0,1,6,21,9,159,502,1,18,183,1,Virginia_Tech
Marcus_Parker,RB,1998,7,202,,CIN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia_Tech
Eddie_Watson,RB,1998,7,218,21,GNB,1999,1999,1,0,0,0,0,0,6,0,4,17,0,0,0,0,Purdue
Tarik_Smith,RB,1998,7,223,,DAL,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California
Ernest_Blackwell,RB,1998,7,224,,KAN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri
Ron_Janes,RB,1998,7,233,,ARI,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri
Warrick_Dunn,RB,1997,1,12,22,TAM,1997,2008,12,0,0,3,9,95,181,154,2669,10967,49,510,4339,15,Florida_St
Antowain_Smith,RB,1997,1,23,25,BUF,1997,2005,9,0,0,0,4,49,131,75,1784,6881,54,136,982,3,Houston
Tiki_Barber,RB,1997,2,36,22,NYG,1997,2006,10,0,1,3,7,99,154,109,2217,10449,55,586,5183,12,Virginia
Byron_Hanspard,RB,1997,2,41,21,ATL,1997,1999,3,0,0,0,0,8,28,4,189,718,1,16,146,1,Texas_Tech
Corey_Dillon,RB,1997,2,43,22,CIN,1997,2006,10,0,0,4,10,74,150,132,2618,11241,82,244,1913,7,Washington
Marc_Edwards,FB,1997,2,55,22,SFO,1997,2005,9,0,0,0,5,14,132,82,124,405,3,167,1301,10,Notre_Dame
Sedrick_Shaw,RB,1997,3,61,23,NWE,1997,1999,3,0,0,0,0,2,18,1,55,258,1,9,34,0,Iowa
Troy_Davis,RB,1997,3,62,21,NOR,1997,1999,3,0,0,0,0,5,46,11,150,446,1,36,237,0,Iowa_St
Jay_Graham,RB,1997,3,64,22,BAL,1997,2002,6,0,0,0,0,3,36,4,129,454,2,20,104,0,Tennessee
Duce_Staley,RB,1997,3,71,22,PHI,1997,2006,10,0,0,0,5,52,114,75,1430,5785,24,287,2587,10,South_Carolina
Leon_Johnson,RB,1997,4,104,23,NYJ,1997,2003,7,0,0,0,0,11,74,7,217,799,9,46,489,2,North_Carolina
Darnell_Autry,RB,1997,4,105,21,CHI,1997,2000,4,0,0,0,0,7,24,10,224,653,4,33,334,1,Northwestern
Chad_Levitt,RB,1997,4,123,21,OAK,1997,1997,1,0,0,0,0,0,10,2,2,3,0,2,24,0,Cornell
Nicky_Sualua,RB,1997,4,129,22,DAL,1997,1998,2,0,0,0,0,0,26,1,0,0,0,0,0,0,Ohio_St
Kenny_Bynum,RB,1997,5,138,23,SDG,1997,2000,4,0,0,0,0,4,53,5,140,433,1,24,253,2,South_Carolina_St
George_Jones,RB,1997,5,154,23,PIT,1997,1999,3,0,0,0,0,4,34,1,119,371,1,17,105,1,San_Diego_St
June_Henley,RB,1997,5,163,22,KAN,1998,1998,1,0,0,0,0,4,11,3,88,313,3,35,252,0,Kansas
Steve_Lee,RB,1997,6,167,,BAL,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana
Rod_Brown,RB,1997,6,175,,ARI,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North_Carolina_St
Daimon_Shelton,FB,1997,6,184,24,JAX,1997,2006,10,0,0,0,7,6,133,76,40,104,1,82,571,2,Sacramento_St
Terry_Battle,RB,1997,7,206,,DET,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona_St
Jerald_Sowell,FB,1997,7,231,23,GNB,1997,2006,10,0,0,0,3,12,148,48,61,244,1,148,1194,5,Tulane
Lawrence_Phillips,RB,1996,1,6,21,STL,1996,1999,4,0,0,0,2,11,35,20,424,1453,14,34,219,1,Nebraska
Tim_Biakabutuka,RB,1996,1,8,22,CAR,1996,2001,6,0,0,0,2,25,50,35,611,2530,14,77,789,3,Michigan
Eddie_George,RB,1996,1,14,22,HOU,1996,2004,9,0,1,4,9,77,141,136,2865,10441,68,268,2227,10,Ohio_St
Leeland_McElroy,RB,1996,2,32,22,ARI,1996,1997,2,0,0,0,1,5,30,14,224,729,3,12,73,1,Texas_A+M
Mike_Alstott,RB,1996,2,35,22,TAM,1996,2006,11,0,3,6,8,48,158,137,1359,5088,58,305,2284,13,Purdue
Detron_Smith,RB,1996,3,65,22,DEN,1996,2003,8,0,0,1,0,1,113,4,5,17,0,13,103,2,Texas_A+M
Winslow_Oliver,RB,1996,3,73,23,CAR,1996,2000,5,0,0,0,0,6,64,0,56,215,0,29,265,0,New_Mexico
Moe_Williams,RB,1996,3,75,22,MIN,1996,2005,10,0,0,0,0,28,132,12,435,1826,21,154,1511,4,Kentucky
Karim_Abdul-Jabbar,RB,1996,3,80,22,MIA,1996,2000,5,0,0,0,3,24,61,52,1004,3411,33,90,586,2,UCLA
Jerald_Moore,RB,1996,3,83,21,STL,1996,2000,5,0,0,0,0,5,42,14,207,705,6,20,142,0,Oklahoma
Reggie_Brown,RB,1996,3,91,23,SEA,1996,2000,5,0,0,0,0,2,61,10,18,46,0,36,237,1,Fresno_St
Jon_Witman,RB,1996,3,92,24,PIT,1996,2001,6,0,0,0,3,3,85,43,37,129,0,39,263,0,Penn_St
Stephen_Davis,RB,1996,4,102,22,WAS,1996,2006,11,0,0,3,7,56,143,102,1945,8052,65,179,1494,4,Auburn
Ricky_Whittle,RB,1996,4,103,24,NOR,1996,1996,1,0,0,0,0,2,10,0,20,52,0,26,162,0,Oregon
Brian_Milne,RB,1996,4,115,23,IND,1996,2000,5,0,0,0,2,3,63,38,36,126,4,57,324,1,Penn_St
Richard_Huntley,RB,1996,4,117,23,ATL,1996,2002,7,0,0,0,1,14,63,13,364,1701,11,62,477,4,Winston-Salem_St
Stanley_Pritchett,FB,1996,4,118,22,MIA,1996,2004,9,0,0,0,4,13,120,57,149,549,5,162,1244,8,South_Carolina
Kantroy_Barber,RB,1996,4,124,22,NWE,1999,1999,1,0,0,0,0,0,2,0,0,0,0,0,0,0,West_Virginia
Jerris_McPhail,RB,1996,5,134,24,MIA,1996,1998,3,0,0,0,0,7,26,2,23,174,1,54,544,1,East_Carolina
Marquette_Smith,RB,1996,5,142,,CAR,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central_Florida
Derrick_Harris,RB,1996,6,175,23,STL,1996,2001,6,0,0,0,2,1,44,20,17,43,0,17,81,2,Miami_FL
Tim_Hall,RB,1996,6,183,22,OAK,1996,1997,2,0,0,0,0,1,18,0,26,127,0,1,9,0,Robert_Morris
Scott_Greene,RB,1996,6,193,24,CAR,1996,1999,4,0,0,0,1,3,34,14,45,157,1,44,290,2,Michigan_St
Marrio_Grier,RB,1996,6,195,24,NWE,1996,1997,2,0,0,0,0,2,32,0,60,180,2,1,8,0,Tenn-Chattanooga
Leon_Neal,RB,1996,6,196,23,BUF,1997,1997,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Washington
Stephen_Pitts,RB,1996,6,198,,SFO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Penn_St
Mike_Archie,RB,1996,7,218,23,HOU,1996,1998,3,0,0,0,0,0,23,0,6,24,1,5,25,0,Penn_St
Freddie_Bradley,RB,1996,7,231,26,SDG,1996,1996,1,0,0,0,0,1,10,1,32,109,0,1,20,0,Sonoma_St
LT_Levine,RB,1996,7,235,,DEN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas
Ryan_Wood,RB,1996,7,243,,DAL,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona_St
Michael_Hicks,RB,1996,7,253,23,CHI,1996,1997,2,0,0,0,0,1,7,0,31,106,0,1,-1,0,South_Carolina_St
Ki-Jana_Carter,RB,1995,1,1,21,CIN,1996,2004,9,0,0,0,0,12,59,14,319,1144,20,66,469,1,Penn_St
Tyrone_Wheatley,RB,1995,1,17,23,NYG,1995,2004,10,0,0,0,3,39,124,44,1270,4962,40,125,900,7,Michigan
Napoleon_Kaufman,RB,1995,1,18,22,OAK,1995,2000,6,0,0,0,3,39,91,46,978,4792,12,127,1107,5,Washington
James_Stewart,RB,1995,1,19,23,JAX,1995,2002,8,0,0,0,5,45,101,69,1478,5841,48,220,1715,9,Tennessee
Rashaan_Salaam,RB,1995,1,21,20,CHI,1995,1999,5,0,0,0,1,13,33,20,471,1684,13,16,120,1,Colorado
Ray_Zellars,RB,1995,2,44,22,NOR,1995,1998,4,0,0,0,1,10,48,29,382,1351,11,57,391,0,Notre_Dame
Sherman_Williams,RB,1995,2,46,22,DAL,1995,1999,5,0,0,0,0,10,60,3,302,1162,4,40,332,0,Alabama
Terrell_Fletcher,RB,1995,2,51,21,SDG,1995,2002,8,0,0,0,0,22,111,14,526,1871,10,259,1943,3,Wisconsin
William_Henderson,FB,1995,3,66,24,GNB,1995,2006,12,0,1,1,9,23,188,112,123,426,5,320,2409,14,North_Carolina
Curtis_Martin,RB,1995,3,74,22,NWE,1995,2005,11,1,1,5,11,100,168,166,3518,14101,90,484,3329,10,Pittsburgh
Zack_Crockett,FB,1995,3,79,22,IND,1995,2007,13,0,0,0,1,13,175,58,510,1701,36,96,680,2,Florida_St
Joe_Aska,RB,1995,3,86,23,OAK,1995,1997,3,0,0,0,0,3,23,2,74,336,1,8,63,0,Central_Oklahoma
Rodney_Thomas,RB,1995,3,89,22,HOU,1995,2001,7,0,0,0,1,17,103,11,532,1973,12,91,631,3,Texas_A+M
Larry_Jones,RB,1995,4,103,,WAS,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Miami_FL
Aaron_Hayden,RB,1995,4,104,22,SDG,1995,1998,4,0,0,0,0,5,32,4,215,784,4,8,74,0,Tennessee
James_Stewart,RB,1995,5,157,23,MIN,1995,1995,1,0,0,0,0,1,4,0,31,144,0,1,3,0,Miami_FL
Ryan_Christopherson,RB,1995,5,169,23,JAX,1995,1996,2,0,0,0,0,0,19,0,16,16,1,1,-1,0,Wyoming
Travis_Jervey,RB,1995,5,170,23,GNB,1995,2003,9,0,0,1,1,4,109,5,129,503,2,10,35,0,The_Citadel
Cory_Schlesinger,FB,1995,6,192,23,DET,1995,2006,12,0,0,0,6,13,181,87,167,473,5,197,1445,9,Nebraska
Dino_Philyaw,RB,1995,6,195,24,NWE,1995,1999,5,0,0,0,0,1,23,0,16,54,1,2,23,0,Oregon
Terrell_Davis,RB,1995,6,196,22,DEN,1995,2001,7,1,3,3,4,72,78,77,1655,7607,60,169,1280,5,Georgia
Charles_Way,RB,1995,6,206,22,NYG,1995,1999,5,0,0,0,3,15,75,55,337,1356,10,118,898,4,Virginia
Fred_McCrary,FB,1995,6,208,22,PHI,1995,2007,13,0,0,0,4,6,128,63,25,31,1,113,646,7,Mississippi_St
Kevin_Bouie,RB,1995,7,210,24,PHI,1996,1997,2,0,0,0,0,0,6,0,11,26,0,0,0,0,Mississippi_St
Darick_Holmes,RB,1995,7,244,24,BUF,1995,1999,5,0,0,0,0,16,60,7,478,1769,11,73,610,1,Portland_St
Marshall_Faulk,RB,1994,1,2,21,IND,1994,2005,12,1,3,7,11,133,176,156,2836,12279,100,767,6875,36,San_Diego_St
Greg_Hill,RB,1994,1,25,22,KAN,1994,1999,6,0,0,0,2,23,79,29,772,3218,12,52,406,1,Texas_A+M
William_Floyd,FB,1994,1,28,22,SFO,1994,2000,7,0,0,0,6,22,90,79,355,1141,20,191,1427,5,Florida_St
Errict_Rhett,RB,1994,2,34,23,TAM,1994,2000,7,0,0,0,4,26,86,47,1174,4143,29,89,552,3,Florida
Chuck_Levy,RB,1994,2,38,22,ARI,1994,1998,5,0,0,0,0,4,37,0,44,217,1,24,167,0,Arizona
Charlie_Garner,RB,1994,2,42,22,PHI,1994,2004,11,0,0,1,5,73,147,90,1537,7097,39,419,3711,12,Tennessee
Mario_Bates,RB,1994,2,44,21,NOR,1994,2000,7,0,0,0,3,20,98,43,841,3048,38,65,419,0,Arizona_St
Donnell_Bennett,RB,1994,2,58,21,KAN,1994,2001,8,0,0,0,2,14,102,29,529,1941,17,66,352,1,Miami_FL
Jeff_Cothran,FB,1994,3,66,23,CIN,1994,1996,3,0,0,0,2,3,39,28,57,191,1,19,117,1,Ohio_St
Lamar_Smith,RB,1994,3,73,23,SEA,1994,2003,10,0,0,0,4,32,115,57,1322,4853,38,159,1255,7,Houston
Calvin_Jones,RB,1994,3,80,23,RAI,1994,1996,3,0,0,0,0,1,16,0,27,112,0,2,6,0,Nebraska
James_Bostic,RB,1994,3,83,22,RAM,1998,1999,2,0,0,0,0,1,11,0,5,19,0,5,8,0,Auburn
LeShon_Johnson,RB,1994,3,84,23,GNB,1994,1999,6,0,0,0,1,11,62,12,253,955,5,43,434,2,Northern_Illinois
Bam_Morris,RB,1994,3,91,22,PIT,1994,1999,6,0,0,0,2,29,74,38,974,3809,35,103,790,1,Texas_Tech
Gary_Downs,RB,1994,3,95,22,NYG,1994,2000,7,0,0,0,0,1,70,2,45,149,0,9,66,0,North_Carolina_St
Raymont_Harris,RB,1994,4,114,23,CHI,1994,2000,7,0,0,0,3,19,54,38,684,2509,16,114,739,1,Ohio_St
Sean_Jackson,RB,1994,4,129,,HOU,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida_St
Dorsey_Levens,RB,1994,5,149,24,GNB,1994,2004,11,0,0,1,3,54,144,58,1243,4955,36,304,2334,17,Georgia_Tech
